ABCF1_+_30539238.23-P1|ABCF1_+_30539469.23-P1++ABCF1_+_30539238.23-P1|ABCF1_+_30539469.23-P1,690
ABCF1_-_30546354.23-P2|ABCF1_-_30546344.23-P2++ABCF1_-_30546354.23-P2|ABCF1_-_30546344.23-P2,392
ABCF2_+_150924287.23-P1P2|ABCF2_+_150924236.23-P1P2++ABCF2_+_150924287.23-P1P2|ABCF2_+_150924236.23-P1P2,258
ABCF3_-_183903991.23-P1P2|ABCF3_-_183904021.23-P1P2++ABCF3_-_183903991.23-P1P2|ABCF3_-_183904021.23-P1P2,341
ABCG1_-_43639282.23-P1P2|ABCG1_+_43639503.23-P1P2++ABCG1_-_43639282.23-P1P2|ABCG1_+_43639503.23-P1P2,423
ABCG2_+_89080044.23-P1P2|ABCG2_+_89079974.23-P1P2++ABCG2_+_89080044.23-P1P2|ABCG2_+_89079974.23-P1P2,287
ABCG4_+_119019794.23-P1P2|ABCG4_-_119019798.23-P1P2++ABCG4_+_119019794.23-P1P2|ABCG4_-_119019798.23-P1P2,114
ABCG5_+_44065865.23-P1P2|ABCG5_-_44065840.23-P1P2++ABCG5_+_44065865.23-P1P2|ABCG5_-_44065840.23-P1P2,212
ABCG8_+_44066166.23-P1P2|ABCG8_-_44066172.23-P1P2++ABCG8_+_44066166.23-P1P2|ABCG8_-_44066172.23-P1P2,383
ABHD10_-_111697914.23-P1P2|ABHD10_-_111697877.23-P1P2++ABHD10_-_111697914.23-P1P2|ABHD10_-_111697877.23-P1P2,293
ABHD11_-_73153094.23-P1P2|ABHD11_+_73152963.23-P1P2++ABHD11_-_73153094.23-P1P2|ABHD11_+_73152963.23-P1P2,221
ABHD12B_-_51338864.23-P1P2|ABHD12B_-_51338885.23-P1P2++ABHD12B_-_51338864.23-P1P2|ABHD12B_-_51338885.23-P1P2,409
ABHD12_+_25371393.23-P1P2|ABHD12_+_25371436.23-P1P2++ABHD12_+_25371393.23-P1P2|ABHD12_+_25371436.23-P1P2,424
ABHD13_+_108871155.23-P1P2|ABHD13_+_108870795.23-P1P2++ABHD13_+_108871155.23-P1P2|ABHD13_+_108870795.23-P1P2,1123
ABHD14A_+_52009255.23-P1P2|ABHD14A_+_52009194.23-P1P2++ABHD14A_+_52009255.23-P1P2|ABHD14A_+_52009194.23-P1P2,387
ABHD14B_+_52017350.23-P2|ABHD14B_-_52016965.23-P2++ABHD14B_+_52017350.23-P2|ABHD14B_-_52016965.23-P2,484
ABHD15_-_27894008.23-P1P2|ABHD15_-_27893980.23-P1P2++ABHD15_-_27894008.23-P1P2|ABHD15_-_27893980.23-P1P2,1133
ABHD16A_-_31670764.23-P1P2|ABHD16A_+_31670831.23-P1P2++ABHD16A_-_31670764.23-P1P2|ABHD16A_+_31670831.23-P1P2,267
ABHD16B_-_62492870.23-P1P2|ABHD16B_+_62492837.23-P1P2++ABHD16B_-_62492870.23-P1P2|ABHD16B_+_62492837.23-P1P2,254
ABHD17A_-_1885483.23-P1P2|ABHD17A_+_1885470.23-P1P2++ABHD17A_-_1885483.23-P1P2|ABHD17A_+_1885470.23-P1P2,330
ABHD17B_+_74526089.23-P1P2|ABHD17B_+_74525862.23-P1P2++ABHD17B_+_74526089.23-P1P2|ABHD17B_+_74525862.23-P1P2,231
ABHD17C_+_80987703.23-P1P2|ABHD17C_+_80987662.23-P1P2++ABHD17C_+_80987703.23-P1P2|ABHD17C_+_80987662.23-P1P2,1040
ABHD1_-_27346733.23-P1P2|ABHD1_+_27346724.23-P1P2++ABHD1_-_27346733.23-P1P2|ABHD1_+_27346724.23-P1P2,581
ABHD2_-_89631760.23-P1P2|ABHD2_-_89631738.23-P1P2++ABHD2_-_89631760.23-P1P2|ABHD2_-_89631738.23-P1P2,625
ABHD3_-_19284770.23-P1P2|ABHD3_+_19284534.23-P1P2++ABHD3_-_19284770.23-P1P2|ABHD3_+_19284534.23-P1P2,131
ABHD4_-_23067199.23-P1P2|ABHD4_+_23067144.23-P1P2++ABHD4_-_23067199.23-P1P2|ABHD4_+_23067144.23-P1P2,373
ABHD5_-_43732464.23-P1P2|ABHD5_-_43732422.23-P1P2++ABHD5_-_43732464.23-P1P2|ABHD5_-_43732422.23-P1P2,277
ABHD6_+_58223718.23-P1P2|ABHD6_-_58223594.23-P1P2++ABHD6_+_58223718.23-P1P2|ABHD6_-_58223594.23-P1P2,460
ABHD8_-_17414201.23-P1P2|ABHD8_-_17414169.23-P1P2++ABHD8_-_17414201.23-P1P2|ABHD8_-_17414169.23-P1P2,456
ABI1_-_27149837.23-P1P2|ABI1_-_27149855.23-P1P2++ABI1_-_27149837.23-P1P2|ABI1_-_27149855.23-P1P2,328
ABI2_-_204193288.23-P1P2|ABI2_+_204193079.23-P1P2++ABI2_-_204193288.23-P1P2|ABI2_+_204193079.23-P1P2,682
ABI3BP_-_100712220.23-P1P2|ABI3BP_-_100712267.23-P1P2++ABI3BP_-_100712220.23-P1P2|ABI3BP_-_100712267.23-P1P2,261
ABI3_-_47288028.23-P1P2|ABI3_+_47287798.23-P1P2++ABI3_-_47288028.23-P1P2|ABI3_+_47287798.23-P1P2,195
ABL1_-_133589228.23-ENST00000372348.2|ABL1_-_133589216.23-ENST00000372348.2++ABL1_-_133589228.23-ENST00000372348.2|ABL1_-_133589216.23-ENST00000372348.2,209
ABL2_+_179111875.23-P1|ABL2_-_179112151.23-P1++ABL2_+_179111875.23-P1|ABL2_-_179112151.23-P1,196
ABL2_+_179198340.23-P2|ABL2_+_179198740.23-P2++ABL2_+_179198340.23-P2|ABL2_+_179198740.23-P2,544
ABLIM1_+_116418018.23-ENST00000277895.5|ABLIM1_-_116417810.23-ENST00000277895.5++ABLIM1_+_116418018.23-ENST00000277895.5|ABLIM1_-_116417810.23-ENST00000277895.5,324
ABLIM2_+_8160523.23-P1P2|ABLIM2_+_8160328.23-P1P2++ABLIM2_+_8160523.23-P1P2|ABLIM2_+_8160328.23-P1P2,311
ABLIM3_-_148521229.23-P1P2|ABLIM3_+_148521102.23-P1P2++ABLIM3_-_148521229.23-P1P2|ABLIM3_+_148521102.23-P1P2,370
ABO_+_136150601.23-P1|ABO_+_136150587.23-P1++ABO_+_136150601.23-P1|ABO_+_136150587.23-P1,844
ABO_-_136130921.23-P2|ABO_-_136130959.23-P2++ABO_-_136130921.23-P2|ABO_-_136130959.23-P2,338
ABRACL_+_139349876.23-P1P2|ABRACL_+_139349879.23-P1P2++ABRACL_+_139349876.23-P1P2|ABRACL_+_139349879.23-P1P2,553
ABRA_+_107782422.23-P1P2|ABRA_+_107782407.23-P1P2++ABRA_+_107782422.23-P1P2|ABRA_+_107782407.23-P1P2,299
ABR_+_1083212.23-P1P2|ABR_+_1082862.23-P1P2++ABR_+_1083212.23-P1P2|ABR_+_1082862.23-P1P2,204
ABT1_-_26597263.23-P1P2|ABT1_+_26597412.23-P1P2++ABT1_-_26597263.23-P1P2|ABT1_+_26597412.23-P1P2,362
ABTB1_+_127391828.23-P1P2|ABTB1_+_127391831.23-P1P2++ABTB1_+_127391828.23-P1P2|ABTB1_+_127391831.23-P1P2,488
ABTB2_-_34379521.23-P1P2|ABTB2_-_34379465.23-P1P2++ABTB2_-_34379521.23-P1P2|ABTB2_-_34379465.23-P1P2,436
ACAA1_-_38178575.23-P1P2|ACAA1_+_38178488.23-P1P2++ACAA1_-_38178575.23-P1P2|ACAA1_+_38178488.23-P1P2,470
ACAA2_-_47339855.23-P1P2|ACAA2_-_47339858.23-P1P2++ACAA2_-_47339855.23-P1P2|ACAA2_-_47339858.23-P1P2,554
ACACA_-_35716041.23-P1P2|ACACA_-_35716002.23-P1P2++ACACA_-_35716041.23-P1P2|ACACA_-_35716002.23-P1P2,348
ACACB_+_109569170.23-P1|ACACB_+_109569160.23-P1++ACACB_+_109569170.23-P1|ACACB_+_109569160.23-P1,256
ACACB_-_109592519.23-P2|ACACB_-_109592496.23-P2++ACACB_-_109592519.23-P2|ACACB_-_109592496.23-P2,353
ACAD10_-_112123907.23-P1P2|ACAD10_-_112123894.23-P1P2++ACAD10_-_112123907.23-P1P2|ACAD10_-_112123894.23-P1P2,361
ACAD11_+_132379379.23-P1P2|ACAD11_-_132379444.23-P1P2++ACAD11_+_132379379.23-P1P2|ACAD11_-_132379444.23-P1P2,182
ACAD8_-_134123507.23-P1P2|ACAD8_-_134123448.23-P1P2++ACAD8_-_134123507.23-P1P2|ACAD8_-_134123448.23-P1P2,339
ACAD9_-_128598508.23-P1P2|ACAD9_-_128598499.23-P1P2++ACAD9_-_128598508.23-P1P2|ACAD9_-_128598499.23-P1P2,453
ACADL_-_211090095.23-P1P2|ACADL_-_211090048.23-P1P2++ACADL_-_211090095.23-P1P2|ACADL_-_211090048.23-P1P2,341
ACADM_-_76190475.23-P1P2|ACADM_+_76190432.23-P1P2++ACADM_-_76190475.23-P1P2|ACADM_+_76190432.23-P1P2,314
ACADSB_-_124768552.23-P1P2|ACADSB_+_124768710.23-P1P2++ACADSB_-_124768552.23-P1P2|ACADSB_+_124768710.23-P1P2,440
ACADS_-_121163671.23-P1P2|ACADS_+_121163685.23-P1P2++ACADS_-_121163671.23-P1P2|ACADS_+_121163685.23-P1P2,882
ACADVL_-_7123283.23-P1P2|ACADVL_-_7123242.23-P1P2++ACADVL_-_7123283.23-P1P2|ACADVL_-_7123242.23-P1P2,483
ACAN_-_89346701.23-P1P2|ACAN_+_89346671.23-P1P2++ACAN_-_89346701.23-P1P2|ACAN_+_89346671.23-P1P2,335
ACAP1_+_7239854.23-P1P2|ACAP1_+_7239956.23-P1P2++ACAP1_+_7239854.23-P1P2|ACAP1_+_7239956.23-P1P2,157
ACAP2_+_195163707.23-P1P2|ACAP2_+_195163701.23-P1P2++ACAP2_+_195163707.23-P1P2|ACAP2_+_195163701.23-P1P2,325
ACAP3_+_1243258.23-P1P2|ACAP3_+_1243337.23-P1P2++ACAP3_+_1243258.23-P1P2|ACAP3_+_1243337.23-P1P2,575
ACAT1_+_107992310.23-P1P2|ACAT1_+_107992321.23-P1P2++ACAT1_+_107992310.23-P1P2|ACAT1_+_107992321.23-P1P2,370
ACAT2_-_160183054.23-P1P2|ACAT2_-_160183042.23-P1P2++ACAT2_-_160183054.23-P1P2|ACAT2_-_160183042.23-P1P2,441
ACBD3_-_226374411.23-P1P2|ACBD3_+_226374366.23-P1P2++ACBD3_-_226374411.23-P1P2|ACBD3_+_226374366.23-P1P2,623
ACBD4_+_43210042.23-P2|ACBD4_+_43210060.23-P2++ACBD4_+_43210042.23-P2|ACBD4_+_43210060.23-P2,442
ACBD4_-_43213072.23-P1|ACBD4_-_43213050.23-P1++ACBD4_-_43213072.23-P1|ACBD4_-_43213050.23-P1,537
ACBD5_+_27529701.23-P1P2|ACBD5_+_27529710.23-P1P2++ACBD5_+_27529701.23-P1P2|ACBD5_+_27529710.23-P1P2,449
ACBD6_+_180471319.23-P1P2|ACBD6_+_180471354.23-P1P2++ACBD6_+_180471319.23-P1P2|ACBD6_+_180471354.23-P1P2,586
ACBD7_+_15130776.23-P1P2|ACBD7_+_15130765.23-P1P2++ACBD7_+_15130776.23-P1P2|ACBD7_+_15130765.23-P1P2,487
ACCSL_-_44069582.23-ENST00000378832.1|ACCSL_+_44069616.23-ENST00000378832.1++ACCSL_-_44069582.23-ENST00000378832.1|ACCSL_+_44069616.23-ENST00000378832.1,377
ACCS_+_44088091.23-P1P2|ACCS_-_44088090.23-P1P2++ACCS_+_44088091.23-P1P2|ACCS_-_44088090.23-P1P2,248
ACD_-_67694143.23-P1P2|ACD_+_67694124.23-P1P2++ACD_-_67694143.23-P1P2|ACD_+_67694124.23-P1P2,251
ACE2_-_15619013.23-P1P2|ACE2_-_15618975.23-P1P2++ACE2_-_15619013.23-P1P2|ACE2_-_15618975.23-P1P2,250
ACER1_-_6333545.23-P1P2|ACER1_-_6333558.23-P1P2++ACER1_-_6333545.23-P1P2|ACER1_-_6333558.23-P1P2,283
ACER2_+_19409007.23-P1P2|ACER2_-_19409274.23-P1P2++ACER2_+_19409007.23-P1P2|ACER2_-_19409274.23-P1P2,362
ACER3_-_76572003.23-P1P2|ACER3_-_76571978.23-P1P2++ACER3_-_76572003.23-P1P2|ACER3_-_76571978.23-P1P2,608
ACE_-_61554428.23-P1|ACE_+_61554448.23-P1++ACE_-_61554428.23-P1|ACE_+_61554448.23-P1,195
ACE_-_61562443.23-P2|ACE_+_61562272.23-P2++ACE_-_61562443.23-P2|ACE_+_61562272.23-P2,313
ACHE_+_100493473.23-P1|ACHE_-_100493486.23-P1++ACHE_+_100493473.23-P1|ACHE_-_100493486.23-P1,290
ACHE_+_100494559.23-P2|ACHE_-_100494578.23-P2++ACHE_+_100494559.23-P2|ACHE_-_100494578.23-P2,78
ACIN1_-_23540292.23-P2|ACIN1_-_23540730.23-P2++ACIN1_-_23540292.23-P2|ACIN1_-_23540730.23-P2,262
ACIN1_-_23564284.23-P1|ACIN1_+_23563962.23-P1++ACIN1_-_23564284.23-P1|ACIN1_+_23563962.23-P1,409
ACKR2_-_42851020.23-P1P2|ACKR2_-_42850976.23-P1P2++ACKR2_-_42851020.23-P1P2|ACKR2_-_42850976.23-P1P2,246
ACKR3_+_237478500.23-P1|ACKR3_-_237478615.23-P1++ACKR3_+_237478500.23-P1|ACKR3_-_237478615.23-P1,303
ACKR3_-_237476505.23-P2|ACKR3_-_237476493.23-P2++ACKR3_-_237476505.23-P2|ACKR3_-_237476493.23-P2,527
ACKR4_-_132316171.23-P1P2|ACKR4_-_132316167.23-P1P2++ACKR4_-_132316171.23-P1P2|ACKR4_-_132316167.23-P1P2,214
ACLY_-_40075227.23-P1P2|ACLY_+_40075121.23-P1P2++ACLY_-_40075227.23-P1P2|ACLY_+_40075121.23-P1P2,348
ACMSD_+_135596183.23-P1P2|ACMSD_-_135596200.23-P1P2++ACMSD_+_135596183.23-P1P2|ACMSD_-_135596200.23-P1P2,248
ACN9_+_96747061.23-P1P2|ACN9_-_96747046.23-P1P2++ACN9_+_96747061.23-P1P2|ACN9_-_96747046.23-P1P2,409
ACO1_+_32384680.23-P1P2|ACO1_-_32384733.23-P1P2++ACO1_+_32384680.23-P1P2|ACO1_-_32384733.23-P1P2,235
ACO2_+_41865228.23-P1P2|ACO2_+_41865345.23-P1P2++ACO2_+_41865228.23-P1P2|ACO2_+_41865345.23-P1P2,303
ACOT11_+_55007963.23-P2|ACOT11_-_55008004.23-P2++ACOT11_+_55007963.23-P2|ACOT11_-_55008004.23-P2,315
ACOT11_-_55013950.23-P1|ACOT11_-_55013905.23-P1++ACOT11_-_55013950.23-P1|ACOT11_-_55013905.23-P1,256
ACOT12_-_80689897.23-P1P2|ACOT12_+_80689672.23-P1P2++ACOT12_-_80689897.23-P1P2|ACOT12_+_80689672.23-P1P2,300
ACOT13_-_24667371.23-P1P2|ACOT13_-_24667329.23-P1P2++ACOT13_-_24667371.23-P1P2|ACOT13_-_24667329.23-P1P2,253
ACOT1_-_74004062.23-P1P2|ACOT1_-_74004076.23-P1P2++ACOT1_-_74004062.23-P1P2|ACOT1_-_74004076.23-P1P2,395
ACOT2_+_74035740.23-P1P2|ACOT2_-_74036051.23-P1P2++ACOT2_+_74035740.23-P1P2|ACOT2_-_74036051.23-P1P2,374
ACOT4_+_74058647.23-P1P2|ACOT4_+_74058635.23-P1P2++ACOT4_+_74058647.23-P1P2|ACOT4_+_74058635.23-P1P2,306
ACOT6_+_74077704.23-P1P2|ACOT6_+_74077926.23-P1P2++ACOT6_+_74077704.23-P1P2|ACOT6_+_74077926.23-P1P2,386
ACOT7_-_6453406.23-P1P2|ACOT7_-_6453369.23-P1P2++ACOT7_-_6453406.23-P1P2|ACOT7_-_6453369.23-P1P2,489
ACOT8_-_44486001.23-P1P2|ACOT8_-_44485992.23-P1P2++ACOT8_-_44486001.23-P1P2|ACOT8_-_44485992.23-P1P2,337
ACOT9_+_23761360.23-P1P2|ACOT9_-_23761316.23-P1P2++ACOT9_+_23761360.23-P1P2|ACOT9_-_23761316.23-P1P2,405
ACOX1_-_73975196.23-P1P2|ACOX1_-_73975193.23-P1P2++ACOX1_-_73975196.23-P1P2|ACOX1_-_73975193.23-P1P2,564
ACOX2_+_58512428.23-P2|ACOX2_-_58512435.23-P2++ACOX2_+_58512428.23-P2|ACOX2_-_58512435.23-P2,377
ACOX2_+_58522893.23-P1|ACOX2_+_58522888.23-P1++ACOX2_+_58522893.23-P1|ACOX2_+_58522888.23-P1,411
ACOX3_+_8430113.23-P1|ACOX3_-_8430129.23-P1++ACOX3_+_8430113.23-P1|ACOX3_-_8430129.23-P1,181
ACOX3_-_8442435.23-P2|ACOX3_+_8442383.23-P2++ACOX3_-_8442435.23-P2|ACOX3_+_8442383.23-P2,637
